ID,Jupiter,Ketu,Mars,Mercury,Moon,Neptune,Pluto,Rahu,Saturn,Sun,Uranus,Venus,DOB,TOB,GENDER
488,202.8438211278,279.9383502293,274.6265777627,114.4111781947,349.3028339694,321.3131197502,264.9894630442,99.9383502293,248.5771641433,132.2909392913,8.3510589105,177.5557693668,2018-08-30,00:00:28,1
489,200.3471148455,281.1964553187,277.5441073218,114.8898640482,35.2239510303,321.9070820445,265.4297014222,101.1964553187,249.2992832691,109.457138504,8.5458418412,154.9515875023,2018-08-06,07:12:52,2
490,239.0906819448,266.5576600849,61.492922275,10.5597485855,77.9953967614,324.1951551798,269.0733470022,86.5576600849,266.4226133753,24.2828572276,9.4259361125,358.4509760136,2019-05-09,07:05:57,1
491,203.0477393655,279.8575576182,274.6860679398,116.4537663715,8.792481518,321.2716863369,264.9675770876,99.8575576182,248.5599076292,133.764368395,8.3235666513,178.8451079505,2018-08-31,13:35:56,2
492,232.9897502688,271.9351830199,353.9771308712,281.8143058346,192.2603045599,320.760508341,267.4627693301,91.9351830199,260.4564558685,283.4563427461,4.7615763887,237.8293088254,2019-01-28,00:37:42,1
493,,,,,,,,,,,,,2019-05-08,22:05:39,2
494,234.397505392,264.3978373145,87.6898865044,87.8667756267,262.8668670616,324.6944965014,268.4633643144,84.3978373145,264.6623001642,63.4030503371,11.4400453275,48.0456470056,2019-06-19,01:16:45,1
495,238.6259413024,266.282827702,64.8520700217,20.8827920847,151.0358211673,324.3053447324,269.0314092741,86.282827702,266.3245162434,29.2933219667,9.7135949436,4.7479927135,2019-05-14,11:34:13,2
496,236.1133487281,265.1147955956,79.0389680234,67.0894893517,77.2396336088,324.6254981373,268.7295558044,85.1147955956,265.4719618811,50.4719665095,10.8476478056,31.553884033,2019-06-05,10:34:12,1
497,199.3916507916,282.2511538007,282.7392136965,116.1965031301,145.9141273781,322.2730498137,265.8948490868,102.2511538007,250.4495861118,90.4403270425,8.3569925496,133.7142779459,2018-07-17,03:32:35,2
498,199.364137815,282.3118953059,283.1051893532,115.000694622,129.3243093874,322.295954531,265.9350453043,102.3118953059,250.5604721647,88.8694389704,8.3271814945,131.8974929282,2018-07-15,04:02:00,1
499,231.7626694069,272.2880940132,349.4665017764,270.7799325183,95.2385672908,320.5574597934,267.2421189184,92.2880940132,259.7009082908,276.6845860301,4.6605111157,230.4483192546,2019-01-21,08:47:44,2
500,239.4751676309,269.3098123477,27.3483784686,327.1341192836,114.789654877,322.5589437314,268.7821302499,89.3098123477,265.0361545953,333.349833481,6.5378206052,295.7198052748,2019-03-18,13:39:15,2
501,231.038620077,272.488716085,346.9026051514,264.6972454678,39.9575176704,320.4490862867,267.1148505453,92.488716085,259.2638060558,272.831401824,4.619721233,226.3298882597,2019-01-17,14:56:03,2
502,235.3973627319,264.816509332,82.6433641587,76.7434308316,157.2635764797,324.6662746145,268.6248865368,84.816509332,265.1562962432,55.8579852303,11.1056642933,38.4117074081,2019-06-11,03:39:48,1
503,214.8987477315,276.4496276844,298.6065886626,219.9756305657,144.8857751459,319.8098678225,265.0192039576,96.4496276844,251.1339735507,197.0382279987,6.1150978638,184.5508620201,2018-11-03,14:02:39,2
504,207.2205462941,278.483001924,280.2275499926,163.5843241693,351.9446727583,320.5624872848,264.747797368,98.483001924,248.8525837646,159.2590756319,7.6126463804,195.2292023593,2018-09-26,07:07:57,1
505,230.0108294876,272.7656834845,343.3658776381,256.4967140523,333.1254675196,320.3091534962,266.9381475538,92.7656834845,258.6538984299,267.5073922593,4.5840507084,220.752397588,2019-01-12,09:29:47,1
506,239.025121259,266.5164931262,61.9966908616,12.0555107865,88.7436475328,324.2124731005,269.067856673,86.5164931262,266.410622618,25.034285648,9.4693984668,359.3940766571,2019-05-10,07:44:37,2
507,226.6407406911,273.6305355446,332.3961162459,232.3132570968,126.5631953148,319.9663936896,266.4053536786,93.6305355446,256.7423722289,250.8841452081,4.6399120267,204.4418525648,2018-12-26,18:48:22,2
508,223.2434521307,274.455991341,322.0626186389,214.6754323787,278.6647118252,319.7545135123,265.9141986534,94.455991341,254.935473667,235.0311171871,4.8867206268,191.3803682907,2018-12-11,10:57:32,1
509,199.8623254243,281.5876481532,279.48558626,118.9626461689,301.861459178,322.0607163431,265.5960095184,101.5876481532,249.6789715505,102.3945976201,8.5133007792,147.2511807164,2018-07-29,17:02:38,2
510,238.2045284116,270.0559843308,17.9249107724,335.4303917478,293.0700716246,322.0260980818,268.4884763021,90.0559843308,263.9837664195,319.282710025,5.8776047437,278.932863922,2019-03-04,12:42:52,1
511,199.502436796,283.1532358403,285.1415425745,97.2228775522,274.7804708121,322.4460641217,266.3081771358,103.1532358403,251.6588881812,74.2057316878,7.9492793278,114.6127479206,2018-06-30,02:59:30,2
512,205.7256566614,278.9379869843,277.5482670272,148.0267089239,248.0557147973,320.7893858378,264.7854492851,98.9379869843,248.6340256287,150.8644043821,7.8906035248,191.3876266069,2018-09-17,17:04:14,1
513,210.237535922,277.6304422936,286.8114776806,189.4280589896,214.6125500614,320.1860555957,264.7732295726,97.6304422936,249.5554363342,174.8583248583,7.01963092,195.999177327,2018-10-12,13:15:19,2
514,199.3309855646,282.5585627958,283.919026411,111.2992921221,59.2876960921,322.3479385065,266.0365640678,102.5585627958,250.8476357732,84.9052519785,8.2423915248,127.2803369897,2018-07-11,11:19:05,1
515,227.8385309325,273.3274119152,336.2174446969,240.5029175364,204.905126188,320.0625563745,266.5809118008,93.3274119152,257.4036114938,256.6998979386,4.5849334873,209.9211688908,2019-01-01,11:05:25,2
516,199.463542652,282.0683889381,282.0127492161,117.9477536541,192.5457299469,322.2276254103,265.8211187333,102.0683889381,250.2504357175,93.3340060662,8.4062757875,137.040120087,2018-07-19,19:19:02,2
517,240.098641228,267.4326431854,50.7411375537,343.130213511,230.4154767672,323.766748105,269.122918683,87.4326431854,266.4467097273,8.2445840956,8.4852355189,338.426375463,2019-04-23,00:49:15,1
518,201.072879589,280.7525145576,275.7627225571,108.844656813,158.5583776094,321.7119500052,265.255361688,100.7525145576,248.9513429652,117.494305066,8.5287510155,163.3709486805,2018-08-14,17:16:27,2
519,234.9016982407,271.3411233166,1.5699349805,301.4419475851,328.6228121493,321.1339020468,267.8203315402,91.3411233166,261.6772078445,294.8355996898,5.0146486301,250.5606804049,2019-02-08,02:10:38,1
520,240.3055431529,268.2422669929,40.7069366394,326.100456218,17.6999672785,323.282930141,269.0502542011,88.2422669929,266.0748692766,353.2816499596,7.6147197546,319.9526665024,2019-04-07,17:08:37,2
521,236.6637078847,270.7300650697,9.5334348277,322.2792407675,124.5037339493,321.5576933136,268.1666962583,90.7300650697,262.8646123403,306.74343404,5.3845724698,264.230759203,2019-02-19,14:25:27,1
522,207.6272274049,278.3512645876,281.0381960137,167.4493512901,24.5005188385,320.5054719163,264.7438079385,98.3512645876,248.9285968421,161.4517530007,7.5344592715,195.883891857,2018-09-28,18:47:46,2
523,202.231381131,280.1937282841,274.6454433033,109.5726491,290.5628657847,321.4424085315,265.0643141293,100.1937282841,248.6557765918,127.640641064,8.4265405932,173.3229702541,2018-08-25,05:20:51,1
524,229.647160941,272.8617591445,342.1403952672,253.7010477835,311.5683549785,320.2633468662,266.8771476061,92.8617591445,258.4409550597,265.659486396,4.5772696597,218.8504184795,2019-01-10,11:59:01,2
525,240.2527678521,267.7144743197,47.2587169031,336.1331900265,155.2680496446,323.6067324382,269.110725354,87.7144743197,266.3598417392,3.0518349394,8.1801134371,331.9892680683,2019-04-17,17:10:48,1
526,240.3218314664,268.1013063456,42.4604930671,328.3152473903,52.3159112827,323.3722005451,269.0711892901,88.1013063456,266.1664128996,355.8971575859,7.7644796728,323.1650189272,2019-04-10,09:59:05,2
527,237.3010350732,270.4616211695,12.7785477488,329.3503632785,198.7062007508,321.7368840526,268.2969464177,90.4616211695,263.3152002218,311.5930424985,5.5633421006,269.8841069498,2019-02-24,15:00:08,1
528,203.3117577014,279.7556454738,274.8056074252,119.3188156351,34.1646642859,321.2191847523,264.9412895151,99.7556454738,248.5434615184,135.6246801614,8.2865012791,180.4340173755,2018-09-02,11:45:17,2
529,208.7979196534,278.0203937391,283.5189550908,177.8477669491,111.1376584351,320.3525212225,264.7459358821,98.0203937391,249.1819200532,167.5914405491,7.3056872667,196.8104050715,2018-10-05,00:38:50,1
530,199.4253144098,283.0070189207,284.9841984615,101.1792980774,307.3776233016,322.4278917013,266.2422550476,103.0070189207,251.4564761109,76.8358419753,8.0297807409,117.7520400005,2018-07-02,21:12:47,2
531,199.5979891419,283.2941535565,285.2025747382,93.1246725655,243.2424914283,322.4597843717,266.3708629796,103.2941535565,251.8545526739,71.67073215,7.8666745802,111.5730836309,2018-06-27,17:10:13,1
532,211.1482729205,277.4223289626,289.0022987911,196.1986855412,263.2048459358,320.0932554007,264.8035475409,97.4223289626,249.8230129473,179.3271727418,6.838534984,194.4551469982,2018-10-16,11:30:35,2
533,210.5439860534,277.5670928937,287.5404534632,191.7500696213,229.915666497,320.1537614013,264.7823595995,97.5670928937,249.6429350827,176.3718254786,6.9586274264,195.5613945606,2018-10-13,14:56:47,2
534,232.6011072977,272.0489177841,352.5234239672,278.2083346605,162.6151370438,320.6934155958,267.3921908024,92.0489177841,260.2150394756,281.2747191785,4.724945679,235.4332247018,2019-01-25,20:37:05,2
535,212.0366894336,277.1274767505,291.20320582,202.4431822036,329.7936030399,320.0117496323,264.8419027797,97.1274767505,250.1047768436,183.6106096439,6.6628602197,192.3429299052,2018-10-20,22:02:51,1
536,215.4431155258,276.3170605078,300.058445995,222.6946400169,179.7221457417,319.7818767033,265.0613989863,96.3170605078,251.3484073694,199.5459373355,6.0155565237,183.4182169836,2018-11-06,07:05:02,2
537,240.2415950308,267.6871092094,47.5973204622,336.7688113812,162.8615467645,323.6226759259,269.1125075861,87.6871092094,266.3702698588,3.5566987593,8.2096724467,332.6139660044,2019-04-18,05:34:25,1
538,223.2386689747,274.4571352083,322.0484453516,214.6620446989,278.4090187182,319.7543133236,265.9135520211,94.4571352083,254.9330225407,235.0091599208,4.8871928059,191.3647572932,2018-12-11,04:26:26,1
539,237.9857049718,265.94989667,68.9090814311,34.2852803705,238.181579827,324.4216275912,268.9648621098,85.94989667,266.1507065075,35.3456674637,10.0532502859,12.3801255655,2019-05-20,19:21:15,2
540,238.3483671218,269.9847646333,18.82694618,335.6177515055,308.9225282669,322.0771419397,268.5199064861,89.9847646333,264.0945477128,320.6301301354,5.9362816059,280.5281514891,2019-03-05,19:58:11,2
541,237.3117359699,270.4571524201,12.8353124349,329.4570408389,199.8513220527,321.7400448946,268.2991632427,90.4571524201,263.3228927412,311.6778726198,5.5666070005,269.9833861852,2019-02-24,22:01:33,1
542,211.7187368377,277.2441549039,290.4090401093,200.2478967078,302.9799239645,320.0399101325,264.8272236156,97.2441549039,250.0017016469,182.0853376697,6.7255687119,193.1544639045,2018-10-19,21:12:15,2
543,199.4804739651,283.1156703764,285.1102640811,98.2684056111,283.1259467777,322.4417778304,266.291321119,103.1156703764,251.6067987329,74.8814545287,7.9704748324,115.420735464,2018-06-30,21:00:18,1
544,239.5656145403,269.253751193,28.2201174727,325.9958910617,130.6366900977,322.6078239534,268.8051836483,89.253751193,265.1210721555,334.6503898755,6.6036911015,297.2861986014,2019-03-19,11:02:40,2
545,235.9744550381,265.0566331598,79.7424120298,69.0804065692,92.801359844,324.6348296919,268.7099350164,85.0566331598,265.4131136067,51.5229892586,10.8991952973,32.8907989576,2019-06-06,14:54:42,1
546,239.6563800749,269.1668344457,29.1459043093,324.9072274403,155.3518275454,322.6595513446,268.8288368924,89.1668344457,265.2087822484,336.0315973908,6.6744083224,298.9522743941,2019-03-21,07:24:31,2
547,199.4382487385,282.1404378638,282.2451632738,117.4689632514,174.740523011,322.2421851154,265.8439852137,102.1404378638,250.3116117624,92.4340958439,8.3917265384,136.0088140613,2018-07-19,12:41:10,1
548,203.6604514727,279.6252329381,275.0302661905,123.3684478504,68.1789026533,321.1517343775,264.9098710197,99.6252329381,248.5311582934,138.0082115793,8.2352670891,182.4019692513,2018-09-04,14:49:05,2
549,213.075026871,276.8650643721,293.8404947239,209.3007104467,34.9720667603,319.9277229056,264.8970335371,96.8650643721,250.457830244,188.5389915251,6.4600736006,189.435462058,2018-10-25,20:53:37,2
550,199.9468694016,281.4744948282,279.0861567737,118.4572110359,327.5470263948,322.0316956457,265.5621697032,101.4744948282,249.5984951702,103.7983634744,8.523328969,148.8016205184,2018-07-30,21:17:26,1
551,228.0356351432,273.2775147641,336.8504786212,241.8871861491,216.9306984671,320.0822900023,266.6124336585,93.2775147641,257.5147534164,257.6599303545,4.5808863754,210.8520823402,2019-01-02,16:41:20,2
552,220.9013620504,275.0134534234,315.2322943399,216.8590271114,143.1388979542,319.6889712168,265.6143025977,95.0134534234,253.7690515169,224.3511730643,5.1551272861,184.9210979554,2018-11-30,23:29:06,1
553,200.7564041007,280.9328027784,276.4086705289,111.0262570686,108.1374186694,321.793677538,265.3241288078,100.9328027784,249.0813096949,114.2276545054,8.5427286708,159.9979183666,2018-08-11,04:37:20,2
554,234.3161210345,264.3631680132,88.1072189084,88.6541149552,270.9436648255,324.695328833,268.4493334413,84.3631680132,264.6191264239,64.0273439626,11.4661888728,48.8440189822,2019-06-19,16:58:51,1
555,236.0378729098,265.0831622961,79.4215918421,68.1786791377,85.6869902367,324.6306552402,268.7189328352,85.0831622961,265.4401243224,51.0436417563,10.8757544503,32.28098519,2019-06-06,03:53:48,2
556,200.137532073,281.3512343767,278.2877634134,116.916891956,356.5152182843,321.9701129989,265.4942914298,101.3512343767,249.4419120874,106.6607205093,8.5382823339,151.9332524848,2018-08-03,09:06:54,1
557,199.3438094399,282.7444476872,284.46383668,107.4932652594,9.509754967,322.3853667152,266.1221896201,102.7444476872,251.0969176327,81.5596269275,8.1606058167,123.3498958562,2018-07-08,02:07:52,2
558,236.7394104433,270.68753467,9.9061247289,323.1706565599,136.7447527315,321.5781194286,268.1820064226,90.68753467,262.9174196275,307.3003940778,5.4043149456,264.8777074674,2019-02-20,07:41:11,1
559,216.5176319407,276.0574823448,302.9603211996,227.0554856166,243.8631465385,319.7366847603,265.1522211454,96.0574823448,251.7875398688,204.4656971542,5.8252038523,181.847532845,2018-11-11,06:38:47,2
560,202.1979471399,280.2082974133,274.6560178787,109.3789591159,287.3084887447,321.4496879716,265.068830739,100.2082974133,248.6613476772,127.3756430913,8.43031072,173.0748169851,2018-08-24,16:44:58,1
561,216.8845493871,275.9693665295,303.9617102648,228.1275849758,264.0603687765,319.7243006309,265.1854318435,95.9693665295,251.9420869624,206.1382350629,5.7622428685,181.5297452809,2018-11-12,16:33:14,2
562,237.9211388987,270.1902173209,16.2234749003,334.317648459,263.1863721918,321.9300171085,268.4273797474,90.1902173209,263.7694333573,316.7407879663,5.7697499073,275.9310084891,2019-03-01,17:55:13,1
563,199.388117264,282.9142797951,284.8349278354,103.5283529511,328.5153194213,322.4143018098,266.2000490347,102.9142797951,251.3287426948,78.5040876609,8.0780205243,119.7351274648,2018-07-04,21:12:53,2
564,239.3663627719,266.742502919,59.2285655642,4.0708318623,30.8857590267,324.1140744592,269.0945896504,86.742502919,266.4646019997,20.9051129601,9.2295168522,354.2170915295,2019-05-06,01:23:03,1
565,226.9414034993,273.5558670713,333.3391789868,234.2960268955,146.7982398965,319.9919677463,266.4517058418,93.5558670713,256.9084055979,252.3197421228,4.6272384288,205.7673540325,2018-12-28,04:37:24,2
566,238.5405356843,269.8858216385,20.0792786519,335.4150106654,331.1971232686,322.1479392032,268.5624063263,89.8858216385,264.2449748451,322.5005234509,6.0194125991,282.7471771969,2019-03-07,20:46:50,2
567,240.3116893006,268.2070407844,41.1453809926,326.6170962785,26.2303183977,323.3054067295,269.0558041096,88.2070407844,266.0987819523,353.9356611234,7.6520269313,320.7552463792,2019-04-08,14:05:51,2
568,210.0718149417,277.6745201347,286.4210064859,188.1529145913,203.6411686913,320.2039801421,264.7687643159,97.6745201347,249.5092366032,174.0353782777,7.052635156,196.1988703038,2018-10-11,18:17:33,1
569,205.2453179252,279.0787844864,276.8146396547,142.5388974357,215.2770234932,320.8682763811,264.806025006,99.0787844864,248.5868295137,148.0301114704,7.9756987549,189.6829715495,2018-09-15,04:48:13,2
570,222.301217596,274.6808394817,319.2890718604,213.2568213528,226.8243364109,319.7202939898,265.7894118778,94.6808394817,254.4579401477,230.7192775608,4.9858778539,188.4832851491,2018-12-07,06:07:31,1
571,202.4697114696,280.0918750197,274.600143393,111.1841012406,313.5440343758,321.3912030472,265.0334655842,100.0918750197,248.6200842012,129.4941607121,8.3985526168,175.038409934,2018-08-26,22:28:37,1
572,240.2921929382,267.835196181,45.7636470813,333.4506745537,121.9148766256,323.5353490313,269.1012711168,87.835196181,266.3086936344,0.8226837177,8.0499082682,329.2341434038,2019-04-15,03:30:19,2
573,204.1061942185,279.46458121,275.415932112,128.7777398635,112.4089206155,321.0683559075,264.874619541,99.46458121,248.5295285308,140.949056824,8.1663367745,184.7159273229,2018-09-07,23:34:38,2
574,239.9663510084,267.2650479085,52.8072837872,347.7357180481,270.1710170322,323.8572749922,269.1236929592,87.2650479085,266.4766617715,11.3260885868,8.6667815204,342.2578643133,2019-04-26,04:43:29,1
575,235.2215378512,271.2345602636,2.9310425859,305.0744045639,352.9040943599,321.204280384,267.8818440948,91.2345602636,261.8875635879,296.8725216412,5.0705160109,252.8759251699,2019-02-10,05:56:22,2
576,205.1346992661,279.1149116826,276.6564831512,141.2423720092,206.4729170193,320.886891727,264.8114242675,99.1149116826,248.5777634676,147.3659613098,7.9949474427,189.2580698067,2018-09-14,07:56:30,1
577,236.8210835262,270.6556517435,10.3117953317,324.1218288819,145.86883913,321.6003984124,268.198567253,90.6556517435,262.9745925628,307.9066412982,5.4260369032,265.5826130331,2019-02-20,21:07:33,2
578,236.3679819676,270.8288823312,8.1063267685,318.737882268,96.2056692436,321.4798599195,268.1072326861,90.8288823312,262.6599446419,304.610670158,5.3108776108,261.7593072572,2019-02-17,15:40:12,1
579,216.9449436222,275.9548832671,304.1270325188,228.2784529962,267.3241112354,319.7224085734,265.1910004926,95.9548832671,251.9677403519,206.4132401309,5.751983126,181.4883344061,2018-11-12,22:06:47,2
580,240.0934963737,268.7094622956,34.8779170154,322.1174687901,271.0351079865,322.9750698694,268.9563795137,88.7094622956,265.6933505275,344.5844399203,7.1288720481,309.3227240378,2019-03-29,16:33:07,1
581,235.813757055,271.030109763,5.5407502614,312.0449458255,42.0994345528,321.3417589122,267.9972540996,91.030109763,262.282683723,300.7757062069,5.1862775217,257.3398933718,2019-02-13,20:32:05,2
582,224.9025796955,274.0564203709,327.0402655405,221.8105584744,10.5552941799,319.8403257849,266.1461854236,94.0564203709,255.8016853318,242.7011856851,4.7431672959,197.2948438144,2018-12-18,16:55:25,2
583,240.322445108,268.0675466181,42.8800891578,328.9014140006,60.807535451,323.3933062023,269.0756971376,88.0675466181,266.1866895759,356.5229229255,7.8005203813,323.9346474918,2019-04-10,21:16:28,1
584,238.3397848814,266.0980885214,66.7281112831,26.9784423621,200.4638739663,324.3613973688,269.0026876623,86.0980885214,266.2514731756,32.0917820783,9.8717958229,8.2735979206,2019-05-17,02:14:18,2
585,199.3535929411,282.4121974496,283.276690183,114.3539343656,101.0161162289,322.3067408854,265.9548243977,102.4121974496,250.6156351876,88.0970659875,8.3117294811,131.0014636628,2018-07-14,07:36:24,1
586,233.7645359514,271.7021223414,356.9562986397,289.3602643979,247.7990298982,320.9027426798,267.6056081645,91.7021223414,260.9441657678,287.9244798412,4.848739888,242.7844780722,2019-02-01,11:10:52,2
587,216.1780738139,276.1392446362,302.0382782963,225.8523543174,224.4393981587,319.7495177794,265.1224610463,96.1392446362,251.6465590773,202.9148213485,5.8844147137,182.2423738798,2018-11-09,11:36:59,1
588,207.2433622441,278.4630526314,280.2722354495,163.8049876334,356.7929724674,320.5592347276,264.7475055031,98.4630526314,248.8566734082,159.3830051291,7.6082820098,195.2704220519,2018-09-26,15:10:03,2
589,235.217849827,271.235803491,2.9151661505,305.0319466591,352.6171132988,321.2034541113,267.881131724,91.235803491,261.8851264535,296.8487672661,5.069846444,252.8488671872,2019-02-09,23:22:35,1
590,240.3210578547,268.1180123293,42.2527936992,328.0328178071,48.1445179457,323.3617156503,269.0688857949,88.1180123293,266.1561421135,355.5873935334,7.7466673671,322.7841930547,2019-04-09,20:25:06,2
591,203.8184435601,279.5675630084,275.1549952549,125.2670176019,83.8089310981,321.1218355194,264.8967800798,99.5675630084,248.5288573253,139.063333962,8.2112607906,183.2472703935,2018-09-05,23:56:13,1
592,237.3544158813,265.6216294277,72.5228472068,46.5571839461,313.8922944105,324.5090739319,268.8918224869,85.6216294277,265.9470917424,40.7394147268,10.3467825262,19.2023482455,2019-05-26,02:01:33,2
593,236.4740742283,265.2671384894,77.1951774302,61.6375083548,37.5250320204,324.5979867305,268.7791018366,85.2671384894,265.6195199009,47.7173999708,10.7100323698,28.052931881,2019-06-02,21:34:27,1
594,237.2258748742,270.4928171623,12.3821681654,328.5861568518,190.615798922,321.7148364991,268.2814069452,90.4928171623,263.2612986507,311.0006831908,5.5406748879,269.1912105416,2019-02-23,22:52:24,2
595,204.3616922864,279.3751847535,275.6816550796,131.9146880822,137.4834239047,321.0218681229,264.856648403,99.3751847535,248.5350770939,142.5876014253,8.1252199318,185.9457381764,2018-09-09,15:03:53,1
596,220.5156027911,275.1049683341,314.1267957675,218.9777160611,118.882293732,319.6843537899,265.5682595311,95.1049683341,253.5836891301,222.6018038098,5.2060170858,184.1189798146,2018-11-28,23:02:17,2
597,199.3983790409,282.2330469625,282.6605555703,116.423858481,150.7563754917,322.2681368507,265.8865158901,102.2330469625,250.4268026023,90.7663848909,8.362909408,134.0904072576,2018-07-17,12:44:37,1
598,226.6838970697,273.6198383913,332.5311530388,232.595497096,129.4971279001,319.9699957844,266.4119805772,93.6198383913,256.7661446847,251.0897935854,4.6379958898,204.6305551041,2018-12-26,23:39:03,2
599,216.1931966934,276.1355977539,302.0792461654,225.9097947179,225.3216128479,319.7489179328,265.1237660788,96.1355977539,251.6527953385,202.9839611785,5.8817586471,182.2227480432,2018-11-09,18:16:04,2
600,231.4383867105,272.3785668696,348.3101873709,268.0210559484,69.680580225,320.5078996359,267.1848329639,92.3785668696,259.5043670675,274.9473011302,4.6405847881,228.5834992539,2019-01-19,11:49:14,2
601,237.6023495372,265.7665675437,71.1380901785,41.8672925561,281.3531245814,324.4774557146,268.9213371537,85.7665675437,266.0304441191,38.6722202182,10.2354797516,16.5855921578,2019-05-24,07:53:01,1
602,205.5883897169,278.9244899624,277.3312065911,146.4827672261,251.1029203643,320.8116153846,264.7908677167,98.9244899624,248.6192790743,150.0623116772,7.9151626713,190.9237198304,2018-09-17,08:20:11,2
603,237.2143690614,265.5894202079,73.2889012472,49.1241794259,321.1130147976,324.525534109,268.8746970383,85.5894202079,265.8981990808,41.883191798,10.4076742644,20.6512521276,2019-05-27,13:36:48,1
604,209.4325791445,277.8464418696,284.9414933252,183.0983698195,158.535641776,320.2761710841,264.7547450891,97.8464418696,249.3386823645,170.8292068098,7.1798957232,196.7139950906,2018-10-08,06:25:47,1
605,209.7131947407,277.7705865951,285.5855692223,185.3446187176,178.8317110305,320.2438854507,264.7602663918,97.7705865951,249.4120303811,172.2431050992,7.1240571315,196.5386069929,2018-10-09,16:47:04,2
606,238.1455145209,270.0845693619,17.562722224,335.275887709,286.7253867406,322.0056205278,268.4756666387,90.0845693619,263.9387230196,318.7416455594,5.8543329608,278.2930524273,2019-03-03,23:46:05,2
607,230.0821295661,272.7467351527,343.6076605178,257.0509544177,337.4322207369,320.3183553655,266.9503165905,92.7467351527,258.6958202948,267.8717695844,4.585726483,221.1295976646,2019-01-12,18:04:40,1
608,199.7245432623,281.7285848826,280.2122214569,119.4208913768,270.4492280721,322.1111514388,265.658051593,101.7285848826,249.8304542477,99.8536306769,8.4906313334,144.4217734151,2018-07-27,01:12:49,2
609,232.2193560829,272.158812466,351.1188688858,274.7700016725,132.2001443422,320.6300836378,267.3235119931,92.158812466,259.9798563884,279.1661242573,4.6932335675,233.1333217843,2019-01-23,20:20:50,1
610,199.8767482964,281.5739720379,279.4151937238,118.8865987566,304.9340001807,322.0556760593,265.5900402394,101.5739720379,249.6646627736,102.6412326741,8.5151914623,147.524256516,2018-07-30,01:14:15,2
611,234.8188971378,264.5755575038,85.5492998758,83.5027558401,219.7442538954,324.6865818854,268.5337516515,84.5755575038,264.8784343134,60.2018458275,11.3022015705,43.9546224397,2019-06-15,15:47:24,1
612,199.6886009712,281.7691329883,280.4205092394,119.4422592811,261.4257463365,322.1251437067,265.6760670763,101.7691329883,249.8753535335,99.1228387414,8.4830390796,143.6027959431,2018-07-26,11:50:59,2
613,240.0508798983,267.3676083452,51.5433003151,344.8796675385,246.2635566311,323.8023125699,269.1238015042,87.3676083452,266.4602730617,9.4408896064,8.5555452181,339.912873009,2019-04-24,06:16:30,1
614,199.8245518229,281.6243328698,279.6746752107,119.1392616328,293.650298321,322.0741105409,265.6120684969,101.6243328698,249.7177018242,101.7330580821,8.5079584406,146.5173354779,2018-07-29,06:25:45,2
615,205.1170837918,279.1206886729,276.6316948749,141.0348430743,205.0472463939,320.8898720404,264.8123078544,99.1206886729,248.5763846758,147.259778797,7.9980000027,189.1892838594,2018-09-14,04:19:31,2
616,220.2145460624,275.1984526593,313.2676093964,220.7953088709,93.6407519629,319.6819143477,265.5329843158,95.1984526593,253.4404002454,221.2377519818,5.2469008318,183.5531329986,2018-11-27,08:41:58,1
617,220.0307341437,275.2508853322,312.7444523302,221.9247330433,79.3587841191,319.6809254429,265.511731409,95.2508853322,253.3535008187,220.405201572,5.2723581143,183.2347126796,2018-11-26,10:57:09,2
618,238.6555089824,269.8242791203,20.8577350727,335.0292275811,345.2653042699,322.1920136086,268.5881508564,89.8242791203,264.3364652936,323.6629849828,6.0720460807,284.1289486442,2019-03-08,15:39:11,1
619,212.9603054321,276.9291559058,293.5461059989,208.5673528709,18.4666183411,319.9363993426,264.890405507,96.9291559058,250.4176236124,187.9981370227,6.4822882188,189.7666974097,2018-10-25,13:52:01,2
620,234.0615180614,264.2802667622,89.4236043232,90.9962465927,289.9046633666,324.6964115498,268.4044376589,84.2802667622,264.4808805393,65.9969793389,11.5470184327,51.3639419709,2019-06-21,10:31:37,1
621,230.9241085591,272.5200034645,346.5028627407,263.7598776262,31.8690324961,320.4327013712,267.0949402307,92.5200034645,259.1952474622,272.2302347814,4.6144860165,225.6932687965,2019-01-17,00:45:51,2
622,218.356612064,275.6177006022,308.0293636795,229.0958019843,343.8225970031,319.6898752998,265.3290369055,95.6177006022,252.5839282945,212.8237950621,5.5210363141,181.3833819817,2018-11-19,06:49:21,1
623,232.8657646429,271.9716806693,353.5106305896,280.6517861044,182.9633635069,320.7388073081,267.4401772202,91.9716806693,260.3792139048,282.7563405867,4.7493973479,237.0587347731,2019-01-27,03:05:56,2
624,239.4479042747,266.8148989904,58.503210178,2.0731737508,13.0976411452,324.087025033,269.1002133956,86.8148989904,266.473925565,19.8230307075,9.1663000828,352.8625929559,2019-05-04,11:35:46,1
625,213.1950715642,276.8703525354,294.1492815902,210.061283399,33.5996782147,319.9188073045,264.9041104405,96.8703525354,250.5002124591,189.1040411447,6.4368877726,189.0886027857,2018-10-26,22:29:55,2
626,233.8805747609,271.6664048525,357.4128737628,290.5353958797,255.9111156598,320.9250657456,267.6272455567,91.6664048525,261.0179883071,288.6088849524,4.8635107963,243.5487602482,2019-02-01,20:21:27,1
627,228.0838012495,273.2652934764,337.0055945886,242.2274503374,219.8463947215,320.0871915735,266.6201661455,93.2652934764,257.5419729124,257.8950790705,4.5800134835,211.0811336435,2019-01-02,23:13:26,2
